城市,城区,商圈,小区名,房源详情url,房型(三室两厅),房屋面积,成交总价(万元),成交周期(天数),朝向,装修状况,电梯情况,楼层,房屋年代/楼体结构,房屋描述（房屋满五年|距8号线安德里北街971米）,单价,成交日期,成交总价(万元),房屋来源,挂牌日期,状态(在售|成交)
广州,花都,新区,马鞍山一号,http://esf.gz.fang.com/chushou/3_226547578.htm,4室2厅2卫,206平米,618,,东南,豪华装修,无,高层,2007年,欢迎来到我的中原网上店铺，很高兴能有机会为您提供高效专业的置业服务，恭候您的来电（1）格局方正，位置处于小区比较安静地段，采光充足无遮挡。实用高，位置安静，刚需理想户型.（2）小区居群均为南航航空公司机组人员为主，小区正门有南航专线站.（3）购物大润发购物广场（日常用品），来又来广百百货（餐饮专场）（品牌直营专柜）服务宗旨：本人从事房地产余年，熟悉证策跟交易流程，深耕二手，把握市场脉搏，以专业，诚信，诚心为服务宗旨服务大家.,30000元/平米,,,房天下,2018-06-08,在售
广州,花都,新区,新源雅居,http://esf.gz.fang.com/chushou/3_226547515.htm,3室2厅2卫,122.79平米,330,,东南,豪华装修,无,高层,2005年,欢迎来到我的中原网上店铺，很高兴能有机会为您提供高效专业的置业服务，恭候您的来电房屋信息1、房型好，2、单价低，现在这个价格低于市场价3、精装修，欧洲现代风格，。4、交通便利，5、整个小区，位于。6、周边生活设施齐全，商场、超市、菜市场、银行、等！服务宗旨：本人从事房地产余年，熟悉证策跟交易流程，深耕二手，把握市场脉搏，以专业，诚信，诚心为服务宗旨服务大家.,26875元/平米,,,房天下,2018-06-08,在售
广州,花都,新区,花都雅居乐二期,http://esf.gz.fang.com/chushou/3_226547529.htm,3室2厅1卫,127.99平米,380,,南北,豪华装修,无,高层,2005年,欢迎来到我的中原网上店铺，很高兴能有机会为您提供高效专业的置业服务，恭候您的来电（1）格局方正，位置处于小区比较安静地段，采光充足无遮挡。实用高，位置安静，刚需理想户型.（2）小区居群均为南航航空公司机组人员为主，小区正门有南航专线站.（3）购物大润发购物广场（日常用品），来又来广百百货（餐饮专场）（品牌直营专柜）服务宗旨：本人从事房地产余年，熟悉证策跟交易流程，深耕二手，把握市场脉搏，以专业，诚信，诚心为服务宗旨服务大家.,29690元/平米,,,房天下,2018-06-08,在售
广州,花都,新区,岭南公馆,http://esf.gz.fang.com/chushou/3_226547482.htm,3室2厅2卫,121.96平米,360,,东北,豪华装修,有,中层,2009年,欢迎来到我的中原网上店铺，很高兴能有机会为您提供高效专业的置业服务，恭候您的来电位置：岭南公馆，电梯新房，南向三房，不靠路，速度啦 装修漂亮，够五年税费低，真实业主在住，这周必卖啊面积：121方，实用面积达8成2户型：三房两厅两卫，户型方正，使用，两房朝南，罕见的户型，香港设计风格朝向：东北向望花园，安静舒适，通风透气，夏凉冬暖，阳台沙滩，舒服美丽,29518元/平米,,,房天下,2018-06-08,在售
广州,花都,新区,好美华庭,http://esf.gz.fang.com/chushou/3_226984429.htm,3室2厅2卫,85平米,67,,南北,精装修,有,中层,2014年,一、房源：1、客厅宽敞大气，厅出阳台，视野开阔!2、交通超级便利，公交站就在小区门口！3、带精装修提包入住，看房方便，我有钥匙！4、真实图片实景拍摄，绝不会用假照片吸引您！二、户型介绍：1、户型：3室2厅，视野开阔.保养好.2、这套房子通风采光都不错。3、厨房宽敞，让您和家人有足够的空间展现私家厨艺。4、客厅和厨房之间是您和家人享受美味的餐厅，让您热情 的招待亲朋好友。三、社区介绍:1、小区环境优雅.绿化.配套成熟。2、环境优美适宜、人文素质高物业管理完善。3、小区属于低密度社区，适宜。4、小区的较高，让您感受花园一样的家。【咨询热线： 13553571355黄经理（微信同号）】,7882元/平米,,,房天下,2018-06-18,在售
广州,花都,新区,雅居乐锦城花间集,http://esf.gz.fang.com/chushou/3_227074942.htm,3室2厅1卫,101平米,215,,南北,毛坯,有,低层,2010年,荣幸您选择了中原地产陈杰的网店，中原地产为您提供专业、周全、安心的房产服务。 【房源卖点】（一）地段：周边配套齐全。 （二）（三）户型特点：户型：3室2厅1厨1卫2阳台朝向：南北通透。 （四）交通便利，周边公交：公交：701路、712路、81路、10路：暂无资料。 【自我推荐】本人从事房产经纪工作多年，专业知识扎实，对交易流程熟悉，对市场有较敏锐的洞察力，对生活和工作都充满激情，诚实做人，坦诚做事，靠谱。 【温馨提示】如本房源不能满足您的需要，可点击：右上角我的头像，里面有更多优房可供挑选。或可直接拨打本人电话，期待您的来电。 ,21287元/平米,,,房天下,2018-06-20,在售
广州,花都,新区,南航花园,http://esf.gz.fang.com/chushou/3_227075275.htm,4室2厅2卫,161平米,490,,南,毛坯,有,高层,2002年,本人主做：新区板块。如果您有房想出售，我将给您的市场咨询及合理的建议。如果您有购房意向，我将提供给您的市场行情及质的房源信息和税费的清算。1、小区环境超好，周边设备齐全，生活很方便！2、户型好，楼层佳，很高，采光好！3、朝向：朝南朝向，毛坯房户型，布局很是合理,很舒服!4、此房挂牌价均低于市场挂牌价格,性价比！5、房东诚心出售。友情提示：本人店铺的所以房源均是真实有效，本人亲自实地勘察过，价格真实有效。网上这么多房源，你挑的过来吗？找房不如找人看房和委托专线，24为您开机等候！,30435元/平米,,,房天下,2018-06-20,在售
广州,花都,新区,大运家园,http://esf.gz.fang.com/chushou/3_224830792.htm,4室2厅3卫,141平米,340,,南北,精装修,有,中层,2005年,户型：4室，独立的厨房及卫生间；朝向：朝南通透一、房源1、正规开间，每天都可享受清晨的缕阳光。2、现在的房子相比年初，*近12%。3、室内精装修，您可以按照您自己的风格随意装修设计。二、房屋介绍1、客厅宽敞大方，使用。2、卧室温馨舒适，搭配心怡。3、厨房设施齐全，让美味来的更加轻松。三、社区配套1、环境优雅，低密度社区。2、小区高，让您感受像花园一样的家了解更多请联系：陈丽！为您提供服务保证！,24113元/平米,,,房天下,2018-05-03,在售
广州,花都,新区,凤凰御景花园,http://esf.gz.fang.com/chushou/3_227378064.htm,3室2厅2卫,98平米,156.81,,东南,精装修,有,高层,2015年,1：南北对流双阳台采光通风效果好。2：赠送6平米入户花园，11平米双阳台，高赠送，高使用率。3：客厅宽敞出阳台，每个卧室带飘窗，视野开阔无遮挡。4：室内全新精装修，家电齐全，。5：产权清新，有红本，可公积金，可，安心购’买有保障。,16001元/平米,,,房天下,2018-06-28,在售
广州,花都,新区,金菊花小区,http://esf.gz.fang.com/chushou/3_227378205.htm,3室2厅1卫,95平米,100,,南,精装修,有,高层,2000年,1：房子楼层好，采光足，四周通风2：室内配套设施齐全，南北对流。3：地理位置优越，不马路。周边有商场、z水果店、银行、邮局、医院、、超市。4：小区环境好，周围有公园，广场。绿化程度高，有门卫和保安24负责巡逻。保证你和你家人的安全，让你住得更安心！5：房子南北对流，楼距宽，户型方正，住房，是你*的*好选择，的理想之所。,10526元/平米,,,房天下,2018-06-28,在售
广州,花都,新区,锦东花园C区,http://esf.gz.fang.com/chushou/3_225132373.htm,3室2厅2卫,109平米,280,,南北,简装修,无,中层,2009年, 位于紫薇大道，花都广场，人民公园，马鞍山公园，大润发超市，云山，龙珠市场，三东市场，有机场班车可直达机场，有4路线，8路公交车经过，交通方便。小区24保安巡逻，小区管理严格，保安军事化管理，安全性高，给您尊贵享受。,25688元/平米,,,房天下,2018-05-10,在售
广州,花都,新区,花都阳光家园,http://esf.gz.fang.com/chushou/3_223704772.htm,2室2厅1卫,77.56平米,118,,南,精装修,无,低层,2013年,阳光家园精装大2房低层 棠树不占用 速度 速度错过再也没有阳光家园精装大2房低层 棠树不占用 速度 速度错过再也没有阳光家园精装大2房低层 棠树不占用 速度 速度错过再也没有阳光家园精装大2房低层 棠树不占用 速度 速度错过再也没有阳光家园精装大2房低层 棠树不占用 速度 速度错过再也没有,15214元/平米,,,房天下,2018-04-09,在售
广州,花都,新区,中房观湖国际,http://esf.gz.fang.com/chushou/3_224998732.htm,4室2厅3卫,216平米,400,,南北,豪华装修,有,低层,2007年,观湖国际（雅景湾）地处花都新华镇的东南面，距广州市18公里。从地点上说，是花都目前地产项目距广州市近的一个。建设用地面积约为7.5万平方米，总建筑面积约24万平方米，其中，地上建筑面积约20万平方米，地下建筑面积约4万平方米。该楼盘楼距开阔，两梯3到4户，绝大部分单位南北对流，几乎户户面对60万平方米的湖面和湖对岸的森林公园，户户私家空中入户花园，观湖国际以国际第4代人居标准为高度，以60万平方米广阔水域为主题景观，融入自然生态气息，其中首层6米架空，将温润、清爽的水岸生态气候引入每个角落；并有开敞式湖岸会所，隔岸对望森林公园。,18519元/平米,,,房天下,2018-05-07,在售
广州,花都,新区,锦尚蓬莱苑,http://esf.gz.fang.com/chushou/3_226155852.htm,3室2厅2卫,110平米,300,,南,精装修,有,中层,2011年,锦尚蓬莱推荐理由：一、环境优美：小区四周风景如画，美轮美奂。二、交通便利： 三、生活便利：小区周边设有许多商店，，购买生活用品及买菜十分便利，周边还有大型的，价格相对平价。四、无限：该区域拥有良好规划，道路整理好，区域的环境已经变得十分优美，空间无限，一将出售可大一笔！五、其他：朝向：朝南，户型：3室2厅1厨2卫1阳台，,共26层，用来或住家都适合，有。好户型极少在卖的，的东西都是用了后只将贬值，唯有房子永远都;：精装修，景观，业主由于急需用钱现急售此套物业，现在请我们出售，业主自己住，可看房的哦 如您对此套房源有不满意，请点击头像进入我的店铺淘到您更满意的房源，或者拨打我的电话咨询或实地看房，24真诚为您推荐更多房源,27273元/平米,,,房天下,2018-05-30,在售
广州,花都,新区,大运家园,http://esf.gz.fang.com/chushou/3_226705067.htm,3室2厅2卫,136平米,340,,南北,精装修,有,低层,2010年,大运家园 花园 税费低  9号线物业 业主急卖 低价出售大运家园 花园 税费低  9号线物业  业主急卖 低价出售,25000元/平米,,,房天下,2018-06-12,在售
广州,花都,新区,华天大厦,http://esf.gz.fang.com/chushou/3_215496249.htm,4室2厅2卫,150平米,190,,东,简装修,有,低层,2005年,中介新湖地产 专业 诚信 房子的问题您找我就对了！                           更多优质房源“进入我的店铺”只需一步到家 感谢您在百忙中抽出宝贵的时间来游览我的房源，这是咱们的缘分，得到您的青睐我感到荣幸！       我一定用质的服务来回报您对我的信任；希望您能找到适合您的房子！ 房源描述：1、户型：4室2厅1厨2卫1阳台，朝向：朝东 ，一般装修，户型方正，采光好，性价高，楼层，随时看房2、小区人文素质高，环境优美，出入方便人车分流，物业管理一流，所在位置周边没有任何化工厂3、交通便利：周边公交：区有8号线、22路线、富都广园站专线，四通八达    一站式的专业服务，给您的一定是更多优惠，更多服务，“您的家，我建议，您做主”欢迎您随时联系我！ ,12667元/平米,,,房天下,2018-05-20,在售
广州,花都,新区,碧桂园空港国际,http://esf.gz.fang.com/chushou/3_227045108.htm,2室2厅1卫,72平米,75,,南北,精装修,有,高层,2015年,碧桂园空港国际 入住花园 南北对流高层望花园碧桂园空港国际 入住花园 南北对流高层望花园,10417元/平米,,,房天下,2018-06-20,在售
广州,花都,新区,松园小区,http://esf.gz.fang.com/chushou/3_226644509.htm,3室2厅1卫,96平米,140,,南,精装修,有,中层,2006年,1、户型描述：户型方正，无浪费面积2、装修情况：精致装修，格局没改动3、本房位置：位于小区，上/起盖，适合4、产权情况：产权清晰无按揭，带，过5税费少5、朝向：南北朝向，南北对流中高层，安静望花园，通风采光佳客厅朝南的，次卧室朝北，户型很通透，采光好。客厅面积大，平层处净三米二，很舒适。空间可以优化，没有浪费面积，可使用面积多。采光好，每天享受8h以上阳光沐浴。典型通透电梯房，主卧室朝南，可以随意摆放家电家具，视野开阔。次卧朝北10平米，卫生间在主次卧之间，面积有5平米左右。厨房朝北。这个户型通透在电梯房是很少见的户型,14583元/平米,,,房天下,2018-06-10,在售
广州,花都,新区,美雅苑,http://esf.gz.fang.com/chushou/3_225174535.htm,2室2厅1卫,72.5平米,105,,南,精装修,有,低层,2010年,欢迎点击我的网络店铺，致深地产董建锋在此保证您所看到的房源都是真实有效的，可预约实地看房，价格真实，都是和业主确认过才发布的，如有变化我会及时更新，详情请电话咨询我，24开机&：房源简介：1、户型结构：南北对流，精装修。2、位置：周边设施齐全，交通方便。3、产权情况：产权清晰，房产证在手随时过户。&：适合您购买此房的：1、105万元2、地段，区域配套成熟，医疗配套、、购物、银行等等配套成熟3、物业统一管理，保安管理24巡视4、小区内部人车分流，安全舒适，闹中取静，环境优雅,14483元/平米,,,房天下,2018-05-10,在售
广州,花都,新区,宜华居,http://esf.gz.fang.com/chushou/3_223969858.htm,3室2厅2卫,102平米,158,,南北,精装修,有,低层,2005年,入读棠澍让孩子赢在起跑线上。方正大三房，底层。业主诚心出售入读棠澍让孩子赢在起跑线上。方正大三房，底层。业主诚心出售入读棠澍让孩子赢在起跑线上。方正大三房，底层。业主诚心出售入读棠澍让孩子赢在起跑线上。方正大三房，底层。业主诚心出售入读棠澍让孩子赢在起跑线上。方正大三房，底层。业主诚心出售入读棠澍让孩子赢在起跑线上。方正大三房，底层。业主诚心出售入读棠澍让孩子赢在起跑线上。方正大三房，底层。业主诚心出售入读棠澍让孩子赢在起跑线上。方正大三房，底层。业主诚心出售,15490元/平米,,,房天下,2018-04-15,在售
广州,花都,新区,好美华庭,http://esf.gz.fang.com/chushou/3_227358275.htm,3室2厅2卫,89平米,75,,南,精装修,无,高层,2013年, 我承诺：无偿退费！签约成交后但未完成过户手续，因政府实时出台政策导致不具备购房及售房资格，从而造成交易无法进行者，服务费全部退还。我承诺：真实房源！我所发布的房源真实存在！！真实户型！真实图片！我承诺: 网络广告价格均为房东所报价格，绝不会出现虑假情况，我愿用我的专业知识为你购置满意温馨的家，我愿用我的专业向你提供关于房产方面的各种咨询！为您置业安家保驾护航〓房屋简介〓1，室内精装修2室，朝南,空间合理。2，售房动机：房东卖房换大房！3，市场分析对比：小区周边配套设施齐全,，大型超市、银行、菜市场等，交通也便利 4，综合优点：户型好，房东急售，采光好，看房方便，小区环境好！ ,8427元/平米,,,房天下,2018-06-27,在售
广州,花都,新区,花都美景花园,http://esf.gz.fang.com/chushou/3_227083711.htm,3室2厅2卫,85平米,74,,南北,精装修,无,中层,2013年, 行内首创实拍视屏房源，您可以足不出户找好房，立即致电我！或下栽中厡找房a.pp～鲜～看～房！产权清晰，有红本，可公积金，可，安心购’买有保障；南北双阳台采光通风效果好；高使用率业主心态1：业主周转不灵急需出售，期望这个月能出手； 3：符合购房资格客户，价格差距不大可以谈； 4：看房随时方便小区配套1、小区环境优美，幽居静谧，绿化，条件很棒。2、小区周边配套齐全，基础设施完善，生活便利，休闲娱乐两不误。3、小区公交车站，交通快捷，体会家门口的速度。 明年4月份开通21号线，天河公园站；目前还有一条11号线在建，站名确定是华景新城，现在已经正在开挖口，在中山大道可以看到。4、小区安保严格，24h轮岗值班，安全系数高，安全更多详情来电咨询：杨先生13678950763(搜索手机号码添加微信） ,8706元/平米,,,房天下,2018-06-21,在售
广州,花都,新区,牡丹花园,http://esf.gz.fang.com/chushou/3_226995444.htm,2室2厅1卫,76.3平米,65,,南北,精装修,有,中层,2002年,牡丹花园沿线交通购物方便买来租自用都不错————————————————————————————————————【牡丹花园】小区简介：牡丹花园属于银行内部小区，小区管理完善，区广场旁边，*高，周边配套有光之彩电器，房间间隔合理，实用面积大，南北对流，通风采光一流。周边公交：4，7，8，9，18，22，23等公交车个人点评：现在推荐的这套房源是牡丹花园，南北通透、间隔方正，开放式的设计，通风采光一流。现在同小区的户型单位市场价格较高，而我推荐的这套单位现在只需要75万元，所以这是一套超级笋盘单位。手快有慢无，价格可谈，随时联系张经理：138-2613-8639,8519元/平米,,,房天下,2018-06-18,在售
广州,花都,新区,金菊花小区,http://esf.gz.fang.com/chushou/3_226851188.htm,2室2厅2卫,90平米,66,,南北,精装修,有,中层,2002年,【房源详情】：1.小区绿化好，环境优美，闹中取静，严格管理，有物管巡查。2.户型大气方正，格局好，空间设计合理，温馨家园选择。3.该物业通风透气，冬暖夏凉，视野开阔，无遮挡。4.业主小住几年，保养很好，可不用重新装修，直接入住。5.小区有绿肺之称，空气好，负离子高。6.产权清晰，过5年，税费少。,7333元/平米,,,房天下,2018-06-15,在售
广州,花都,新区,聚景楼,http://esf.gz.fang.com/chushou/3_226465184.htm,2室2厅1卫,82平米,86,,南,中装修,有,中层,2005年,1，位置开阔，安静舒适，明卫明厨，业主房，房子保养好！2，户型方正，标准开间，户型坐南朝北3，此房是业主以前买的一手项目，现在出售的话家居包含在里面！4，产权清晰，无按揭贷款，无债务纠纷，已核实，可以随时交易，请放心！5，采光好，全天8采光，每天都能沉浸着阳光的全明格局，视野开阔，通风效果好！,10488元/平米,,,房天下,2018-06-06,在售
广州,花都,新区,花都怡雅苑,http://esf.gz.fang.com/chushou/3_226967372.htm,3室2厅2卫,82平米,65,,南北,豪华装修,有,高层,2011年,业主心态 【温馨提示】如本房源不能满足您的需要，可点击：右上角我的头像，里面有更多优房可供挑选。或可直接拨打本人电话，期待您的来电小区配套 购买理由1.楼层虽低但无遮挡采光好2.业主已做好随时出手准备，价格很大，也是相当不错的选择！3.买后从未住过，二手房的价格买新房。选择我的理由1.不与业主站在一边搞双簧，坚决和我的客户同仇敌忾2.不胡乱分析市场促成交易，尽量让客户理性判断3.不过多电话造成生活干扰，合理安排时间进行服务4.不单纯只为成交而做成交，把可能存在的各种风险规避到底！服务介绍 经纪人服务：专车接送、咨询、全程看房本人专业从事/住宅//楼等买卖出租已经有近3年经验，是对房产这一块有我自己独特的见解，有独特的眼光能够敏锐的扑捉到市场的经济动向。欢迎广大业主来单委托咨询,请把你的需求告诉我，我将会用十二分的专业，专注，专心的态度为你服务和解答问题，希望能用到我的真诚与专业能帮到您在人生中多添一金！服务热线 186-8058-8478 覃先生（微信同步）,7927元/平米,,,房天下,2018-06-17,在售
广州,花都,新区,花都东成苑,http://esf.gz.fang.com/chushou/3_226891529.htm,3室2厅2卫,95平米,70,,南北,精装修,有,中层,2009年,此房源真实存在！杜绝一切虚假信息！1：户型方正，位置正。厅直出阳台，带生活阳台。2：格局合理，室内装修温馨，无浪费面积。3：中型社区，业主稳定在售，看房方便，稳定签约。,7368元/平米,,,房天下,2018-06-16,在售
广州,花都,新区,大运家园,http://esf.gz.fang.com/chushou/3_226559885.htm,3室2厅2卫,136平米,330,,南,精装修,无,高层,2008年,1.本套房子，采光通风效果佳，噪音小，视野开阔。2.户型方正，舒适，旺中带静。3.产权清晰，交易透明，免去您一切的后顾之忧。4.生活方便，利于 孩 子成长，老人活动。5.周边生活配套设施便利银行、。,24265元/平米,,,房天下,2018-06-08,在售
广州,花都,新区,岭南公馆,http://esf.gz.fang.com/chushou/3_225789127.htm,3室2厅2卫,97平米,200,,南,简装修,无,低层,2009年,房屋情况都是我的所见所闻，真实房源，为您我做到！该说的地方我写的很详细，如若想了解更多的可以加我微信详谈，我可以为您一对一提供匹配房源，也可以给您发对应房源链接，也可以免费的为您计算税费、提供广州其他区域房产咨询、买卖等一系列问题，广州这座城市，我是熟悉并深有感情的。欢迎您百忙之中来到我的店铺。我的微信联络方式是：七零九四四零八八二以下是本人对房屋的介绍：1、【房屋状况】：1：此房是16层，面积97平米，实用面积85平米。此房是三室两厅一卫可以稍作改动。一层客厅主卧朝南，次卧和厨房朝东，采光不错！2、【周边配套】：小区周边有大润发、来又来、星缘商业街、马鞍山公园、花都湖等大型娱乐场所，为您提供便利与舒适。3、【交通便利】：9号线900米，马鞍山公交站牌的各种公交车，便捷多选，专715路，25、701、等。4、【信息】：马鞍山星光幼儿园、云山，小区内有少年宫学院，东临马鞍山公园，西临花都湖，周边有健身会所、舞蹈会所、培训机构等各类场地。【新政解读】：自2017年3月17日新政解读，广州房地产开启新的一轮严禁购令，可以说此次在一周内连续颁布的任何重磅政策都可以载入史是册了，政策的颁布旨意为广州过热的楼市进行降温和刹车，在完成疏解目标的前提下也为一部分人提供一次末班车上车机会，可以说广州的大门已逐步关闭，在广州打拼多年的朋友们，或需要置换的朋友，这一次的挤进门机会，怎么把握，全看你们自己了，别再犹豫了，下面我为您一一解读政策详情。3月17日：认房认贷令广州地区无房，且全国无贷款记录（贷款认全国记录），（真首套）144方以下（普通住宅）30％，144方（非普通住宅）且用商业贷款以上30％，公积金（含组合贷款）70％广州地区无房，但全国有贷款记录（已结清）144方以下（普通住宅）首付40％，144方（非普通住宅）以上70％广州市区无房，但其他地区有贷款记录（未还清）普通住宅和非普通住宅首付都为70％广州市区有1套住房，全国无贷或贷款还清，144方以下（普通住宅）首付50％，144方以上首付（非普通住宅）70％广州市区有1套住房，且贷款未还清不管非普通住宅还是普通住宅首付都为70％!利好：此次政策利好在广州无房无贷（全国贷）首套购买者，增城，从化！房子是用来住的，不是用来炒的！【服务承诺】：实时信息发布：（房源均真实有效实时发布）提前凶宅筛查：（在公安部门有正式备案记录的房屋本公司不做交易）房屋买卖签约：（提前做到建委查档，涉及债权纠纷、法院查封、产权不清晰等情况坚决不签）,20619元/平米,,,房天下,2018-05-23,在售
广州,花都,新区,金河湾,http://esf.gz.fang.com/chushou/3_215119792.htm,4室2厅2卫,159平米,250,,东南,精装修,无,高层,2007年, 1.户型方正，主卧套房设计，带独立的洗手间和衣帽间，功能齐全，私密性强;    2.南北对流，通风透气，依山而建，有树有花，空气清新;   3.每个房间都有一个飘窗，闲暇时刻坐在窗前听着轻音乐品 品茶，窗外的绿色正浓，花儿争艳，扫除您     的疲倦;    4.此房为带装修房，方便您和您的家人即买即入住，让您的家更加温馨;,15723元/平米,,,房天下,2018-06-12,在售
广州,花都,新区,花都雅居乐花园,http://esf.gz.fang.com/chushou/3_224883483.htm,3室2厅2卫,88平米,75,,东南,豪华装修,有,中层,2008年,亲！感谢您百忙之中看到我的房源，公司遍布广州全市！如这套房源不合适可点开我的店铺查看更多房源信息谢谢！！1、户型格局方正，南北对流，采光充足！2、位于小区，望花园不靠马路，宁静又舒适！3、停车位充足，物业管理运行多年，小区安全安心！4、经走访调查，周边人群主要是退休老干部和白领人群居多！5、人民素质档次高，不喧哗吵闹！6、10路程近道路交通（公交、等），市场、商场、医院等方便！7、房本产权清晰，无任何抵押可随时过户。且现业主在城里换了套大房子，，此房看房方便只需您提前一个电话！!,8523元/平米,,,房天下,2018-05-04,在售
广州,花都,新区,嘉粤宝铼雅居,http://esf.gz.fang.com/chushou/3_226992363.htm,2室1厅1卫,43平米,73,,东南,简装修,无,低层,2013年,价格：户型描述：欢迎来到我的网上店铺，很高兴能有机会为您提供高效专业的置业服务。1、宝来雅居户型：1室1厅1厨1卫1阳台，朝向：东南向，户型很好的，价格也很实惠。2、小区环境好，2013年房子，3、周边配套齐全：，步行就是，楼下就在广场，生活便利，出门口就是公交车。温馨提示：您所看到的价格全为实价，为了省去您不必要的麻烦，倘若发现相源更低或者超格时，还希望您能三思而后行，这里的房子只为有需求的您准备,16977元/平米,,,房天下,2018-06-18,在售
广州,花都,新区,银菊花小区,http://esf.gz.fang.com/chushou/3_224884026.htm,3室2厅1卫,60平米,62,,南,精装修,无,高层,2000年, 一、 房源慨括： 1、正房型楼层价出售2、客厅 宽敞大气3、精装修装修 提包入住二、 户型介绍：户型端正，朝向：南北，格局方正，使用率超赞1、客厅、宽敞舒适、阳光充足2、卧室搭配的很新颖，使用率之高3、厨房朝向：朝南带阳台，让您和家人有足够的空间展现私家厨艺4、连接客厅和厨房之间是您和家人享受美味的餐厅，足足可摆下多人桌，让您热情的招待亲朋好友三、 社区介绍：环境优美 适宜 人文素质高 物业管理完善1、本楼 社区环境好2、小区的容积率小，属于低密度社区 ，适宜3、小区的绿化，让您感受花园一样的家,10333元/平米,,,房天下,2018-05-04,在售
广州,花都,新区,东悦雅苑,http://esf.gz.fang.com/chushou/3_226110554.htm,3室2厅1卫,80平米,94,,南,豪华装修,无,中层,2008年,好盘入手迟了不是业主跳价，就是别人下定～如本房源不能满足您的需要，可点击：右上角我的头像，里面有更多优房可供挑选。或可直接拨打本人电话，期待您的来电小区配套 购买理由1.楼层虽低但无遮挡采光好2.业主已做好随时出手准备，价格很大，也是相当不错的选择！3.买后从未住过，二手房的价格买新房。工作3年，有好盘都会递一时间发朋友圈 各位可以加我微信，如今好盘下手就是要快.,11750元/平米,,,房天下,2018-05-29,在售
广州,花都,新区,花都雅居乐锦城,http://esf.gz.fang.com/chushou/3_226151415.htm,3室2厅1卫,98平米,341,,南北,豪华装修,有,中层,2010年,请点更多惊喜！！！请点击头像一、 房源：1、正房型楼层价出售2、客厅 宽敞大气3、豪华装修 提包入住二、 户型介绍： 3房格局方正，使用率超赞1、客厅、宽敞舒适、阳光充足2、卧室搭配的很新颖，使用率之高3、厨房带阳台，让您和家人有足够的空间展现私家厨艺4、连接客厅和厨房之间是您和家人享受美味的餐厅，足足可摆下多人桌，让您热情的招待亲朋好友三、 社区介绍：环境优美 适文素质高 物业管理完善1、本楼建成于 社区环境好2、小区的容积率小，属于低密度社区 ，适住3、小区的绿化，让您感受花园一样的家,34796元/平米,,,房天下,2018-05-30,在售
广州,花都,新区,岭南公馆,http://esf.gz.fang.com/chushou/3_219159165.htm,3室2厅1卫,90平米,230,,南北,精装修,有,中层,2009年,核心卖点 岭南公馆位处花都新城区，凤凰北路与龙珠路交汇处，铂金级领域，璀璨生活信手拈来。城区生态腹地--马鞍山公园近在咫尺，交通便利，生活配套设施齐全，物业管理好。,25556元/平米,,,房天下,2018-06-12,在售
广州,花都,新区,花都小城之春,http://esf.gz.fang.com/chushou/3_227337347.htm,3室2厅1卫,95平米,110,,南北,精装修,有,低层,2010年,1.市地段，商业繁华，需求量大。2.双覆盖区域，交通便利，路网发达。3.周边配套齐全4.实用型户型，房内精装可，客厅出阳台宽敞大方使用率。5.生活便利，旁边有各大购物市、广场，休闲娱乐场所。6.通透户型采光好，小区内管理严格，住的舒心踏实！微信同步诚心，价格可以再谈，欢迎您看房，随时恭候小区地理位置好，绿化，交通便利，居民素质高广州正规、正规房公司，本人做房产多年，一直本着的房产知识，为您，我会在短的时间内帮您买好满意的房子，不让您错失任何好房子，更不让您每天为买房的事烦心，欢迎随时拨打我电话,11579元/平米,,,房天下,2018-06-27,在售
广州,花都,新区,雅居乐锦城花漾集,http://esf.gz.fang.com/chushou/3_223830907.htm,2室2厅1卫,85平米,150,,北,毛坯,有,高层,2013年,置业顾问的我 愿以自己的 热情真诚为您服务 为您找到一个 温馨舒适的家……可能此房子信息不够详细， 如有其他任何问题， 请电话联系我，我会很高兴接听你的电话，详细、耐心的为你解答！如果此房你不满意， 请给我来电话，我会根据你的需求，当前的市场价位，房产市场的走势，给你推荐合适的社区，合适的房子。从千百个房源帖子中，你能选择我， 是咱们的缘分，尽心尽力为您做好……您选择我的理由 绝不录入虚假信息吸引客户，我的房源绝对真实存在 绝不故意报低价格骗取信任，巧言变通愚弄我的客户 绝不胡乱分析市场促成交易，尽量让客户理性判断 我的宗旨是让所有客户成为我永远的朋友真心为你，我们一直期待着你们能有一个温馨的家园，这是我们的承诺！（资深经纪人的我陪伴您轻松置业）本人手机24小时在线真实的照片，真实价格、真实的房源，实际比照片效果要好.绝对的真实房源 照片真实,17647元/平米,,,房天下,2018-04-12,在售
广州,花都,新区,华侨花园(花都),http://esf.gz.fang.com/chushou/3_224774874.htm,2室2厅1卫,71平米,115,,南北,精装修,无,高层,2000年,华侨花园位于花都区新华镇公益路，该小区位于花都区的新旧城区结合部，所以生活配套、交通出行都便利。临花都广场区政府，环境幽雅，间隔方方正正够实用，封闭式保安管理严密，地段优越·,16197元/平米,,,房天下,2018-05-02,在售
广州,花都,新区,名门十八,http://esf.gz.fang.com/chushou/3_226723091.htm,5室2厅3卫,184平米,470,,南北,精装修,有,低层,2008年,名门十八.5房两厅双主套.   政府旁，地段好.够5年名门十八.5房两厅双主套.   政府旁，地段好.够5年,25543元/平米,,,房天下,2018-06-12,在售
